filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mel_spectrogram_mean,mel_spectrogram_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
hiphop.00464.wav,3190,0.441966,0.043877,0.241331,0.018864,2119.919957,266.080772,1767.245664,142.431333,4292.603586,385.133681,0.078452,0.008284,-0.001429,0.000334,0.001017,0.000308,79.321558,626.695408,74.808617,-144.882288,13.466806,-137.630258,16.285843,-119.060746,10.250197,-115.101923,17.462418,-81.414073,16.638829,-61.872707,5.771971,-66.160243,6.56714,-48.292072,4.886538,-38.300483,9.113378,-7.550492,0.037944,-13.344713,0.426513,15.634989,1.35286,34.717143,4.7828,45.864925,10.717266,74.419923,5.807272,86.430563,6.321904,112.690847,10.401346,100.693273,16.013453,123.291328,14.081881,140.969588,12.338535,hiphop
blues.00228.wav,3040,0.420619,0.050477,0.068765,0.002812,1870.070064,167.496781,1989.841903,184.695675,3225.537484,323.987167,0.07109,0.006277,-0.002166,0.000447,0.005924,0.000267,73.074143,604.362074,129.66373,-180.718765,16.763559,-152.068082,11.855641,-156.977305,26.259697,-120.860148,10.379022,-128.614186,12.712419,-116.08122,11.377903,-108.842163,4.351553,-68.932154,4.092107,-59.139776,9.998467,-39.524638,6.70657,-28.683793,4.425141,-15.091972,2.998202,2.844237,6.784019,36.524861,5.627095,25.260618,5.072778,65.543222,4.473596,68.523631,9.120163,78.651979,6.345428,95.545286,10.28013,73.043759,7.208192,blues
classical.00415.wav,3068,0.320105,0.044608,0.074875,0.006129,1763.969298,177.160975,1434.252737,153.698588,2372.144231,190.576477,0.042706,0.004425,-0.00283,0.000459,0.001255,0.000362,104.642993,560.092682,102.835199,-202.703659,22.962375,-214.554797,18.847081,-192.927573,31.277947,-189.861626,19.108746,-174.483984,22.789081,-159.309369,21.358547,-114.507816,6.45597,-131.066142,8.90796,-105.738143,18.296118,-89.00336,0.349139,-77.376513,6.937094,-63.695094,9.855341,-44.295298,6.812706,-37.380145,1.75406,-0.684204,2.12551,20.570378,4.23866,32.501653,1.349155,15.748731,9.728307,30.060982,4.024121,49.300417,1.858012,classical
classical.00294.wav,3185,0.403086,0.033457,0.09162,0.006691,1825.032884,199.449911,1742.898396,189.650502,2644.628123,97.559477,0.051523,0.0061,0.003332,0.000351,-0.002438,0.000248,102.945757,643.394952,130.344079,-232.814368,19.807292,-192.660468,13.93314,-177.369982,17.895451,-187.133826,15.102169,-148.422765,13.972398,-135.320018,10.443392,-126.800787,15.592792,-111.776371,8.928556,-94.274419,6.837709,-98.139972,13.339996,-46.959297,0.855376,-76.694651,3.139693,-54.622432,7.156047,-14.385467,2.936369,-0.823141,6.586859,22.040995,3.062394,21.044655,1.507436,25.769832,1.762476,50.652297,12.379334,73.52202,2.070701,classical
metal.00021.wav,3178,0.460387,0.049246,0.294299,0.022904,3346.725399,318.680668,3306.007166,200.351183,5854.159688,656.257783,0.14851,0.014879,-0.001536,0.000137,-0.001286,0.000326,158.876402,1042.793713,212.137402,-130.178258,8.21838,-109.100074,18.629189,-95.724976,9.846823,-80.555454,6.740748,-61.17143,5.545665,-67.820546,6.081265,-33.7626,10.388569,-22.061505,2.750314,-1.59229,0.136696,11.632109,6.747533,17.816668,1.264944,37.691897,1.928584,45.97408,5.452065,64.700206,8.746491,76.957102,8.498716,83.869324,5.366673,112.312506,12.929939,127.57008,16.114362,137.864571,17.712353,140.407898,12.634462,metal
pop.00043.wav,3193,0.528237,0.045331,0.163121,0.016179,2441.507336,193.191693,2442.646832,246.17767,4054.145106,388.451753,0.078997,0.007206,0.000536,0.000125,-0.002919,9.2e-05,123.54481,604.385802,136.236605,-145.143705,4.144636,-156.119272,25.172487,-133.778534,19.623989,-109.802282,14.012615,-103.90001,9.858302,-87.092971,11.181452,-63.514665,1.743242,-53.449709,6.618778,-51.844998,1.886916,-22.962572,5.340638,-12.346999,5.634349,-24.814247,6.794743,19.01,2.014882,31.994935,5.758577,38.73826,5.091769,62.902968,12.880726,69.854491,2.246012,76.996027,1.602698,96.411123,15.491911,102.395895,6.360811,pop
country.00073.wav,2983,0.482782,0.049372,0.117286,0.017132,2032.413709,165.141612,2386.462342,225.112892,3288.106973,337.39658,0.056318,0.007403,0.00262,0.000273,0.00154,0.000265,113.500258,622.81268,147.57503,-170.382263,12.762498,-139.540964,11.557187,-116.99931,8.367142,-124.196819,13.89803,-106.574558,11.607654,-111.067052,4.48649,-79.093979,3.315839,-54.202641,6.945926,-70.362182,2.160833,-50.513824,5.516541,2.392413,2.592662,-13.641164,1.289296,14.771229,5.645356,28.966123,0.524255,46.139749,4.090734,62.097661,0.689281,78.357013,8.56006,84.612102,1.054913,96.215091,7.707968,104.299447,8.698967,country
metal.00351.wav,3179,0.384955,0.058589,0.280783,0.023469,3064.122499,340.275974,3494.626509,490.113736,5457.639625,697.006507,0.16466,0.016054,0.000748,0.000321,-0.002022,0.000213,159.688002,964.455471,187.816432,-115.386333,3.962586,-111.433247,4.949325,-108.181339,18.366178,-81.149629,22.395992,-76.311144,10.230268,-68.205657,15.046196,-39.136566,5.959678,-26.534141,4.376947,-21.523191,3.229509,-6.899771,14.128413,27.15881,5.17357,26.429448,9.149537,57.058459,6.829642,67.151326,6.478431,48.88326,1.540701,102.973312,6.363148,119.628378,13.02652,142.252079,9.181163,137.757868,11.005198,148.651376,20.709385,metal
disco.00244.wav,2976,0.543642,0.035452,0.178017,0.012656,2327.061365,209.188468,2715.351876,219.788441,3757.668383,494.364617,0.078485,0.006743,0.001006,0.000236,0.000649,0.000153,143.798301,677.684909,119.468172,-165.650829,23.32037,-138.885445,11.253871,-119.144015,9.152598,-117.905303,15.510874,-84.354177,15.14799,-89.92124,8.975,-59.98861,4.260452,-37.859332,4.108824,-49.132886,9.074271,-18.216913,1.767541,-22.603003,0.132902,10.426199,0.733856,14.042607,1.571312,28.431458,0.199865,50.922185,7.048621,73.157398,1.833227,80.668862,5.170784,93.545027,4.01594,115.405473,9.918791,130.202081,9.746553,disco
country.00084.wav,2898,0.518389,0.040893,0.158794,0.010685,2243.303603,205.09282,1931.379708,178.762137,3551.066559,410.487532,0.070913,0.006792,-0.004384,0.000551,-0.002428,0.000327,131.354142,747.194609,161.065926,-191.733977,11.373238,-142.344625,13.64147,-147.922848,12.399242,-128.426299,18.038367,-95.870925,6.843835,-98.76665,3.451843,-70.638758,7.094738,-57.958901,2.187818,-37.685152,4.04109,-25.165818,2.677237,-21.113064,0.369732,6.787995,5.70479,12.503722,2.162349,27.398742,1.841471,57.182561,0.640733,58.432174,7.685328,68.679434,9.505701,101.702152,10.603894,100.429266,6.182593,104.109651,9.173337,country
classical.00426.wav,3071,0.378704,0.025096,0.073556,0.006817,1614.609305,209.774432,1849.38759,143.98338,2866.864406,283.205709,0.053225,0.004145,0.001985,0.000304,0.003231,0.000141,106.950468,400.14575,59.886192,-211.119247,25.272107,-213.718474,22.565139,-181.44524,12.21355,-161.722003,15.829838,-156.301714,9.221007,-162.89487,20.900906,-123.87803,13.779237,-121.43716,8.570409,-105.276588,7.626888,-81.380396,5.842071,-58.945934,0.519547,-71.61376,13.8613,-39.424274,9.758142,-5.082534,1.498062,-20.989809,0.526437,2.995917,5.315058,13.840082,0.580919,42.03325,6.649554,37.495226,9.655488,49.295174,0.448866,classical
metal.00049.wav,2900,0.355974,0.050539,0.30133,0.022777,3231.777616,316.817665,3829.366086,430.275191,5589.133025,606.001921,0.154576,0.014283,-0.002132,0.0003,-0.000355,0.000387,152.153127,875.797083,164.584943,-134.418513,10.657723,-113.933078,6.477061,-100.155429,8.61479,-105.488937,0.270075,-88.374241,12.739777,-57.170794,5.987065,-29.839432,9.939323,-23.676224,5.983536,-17.183997,5.67875,23.743839,14.143445,19.593747,3.152972,46.350716,1.787156,48.367646,6.013606,76.035713,11.568009,73.185256,9.255626,94.658227,8.747761,109.671127,4.536051,138.800256,9.966871,150.468087,15.236591,155.693556,12.732411,metal
country.00117.wav,3143,0.548576,0.063,0.131647,0.005689,1836.224204,213.553952,3269.674777,274.054041,3808.271394,351.236618,0.056693,0.006185,0.000519,0.00028,0.003107,0.000306,127.59667,551.320714,113.262804,-168.588562,6.920512,-144.888297,17.445887,-129.228294,11.941181,-124.534552,13.817474,-114.723107,13.552138,-95.242818,9.090777,-67.340026,7.347956,-60.960397,3.41787,-45.768722,3.980318,-9.747224,0.769328,-8.918131,8.89479,-9.079248,0.020214,2.503849,2.232084,16.425373,4.200931,50.534822,8.218486,42.862319,11.839153,70.193906,15.533018,95.204816,3.449079,90.920131,16.761877,130.355938,0.53268,country
classical.00142.wav,3195,0.418578,0.041342,0.094974,0.008141,1697.879273,121.749303,1739.541195,30.470033,2940.143943,308.396712,0.02804,0.002022,-0.001349,0.000223,0.001146,0.000218,95.943922,466.034055,136.317189,-226.232197,20.867164,-192.690674,13.787771,-185.543391,12.588801,-153.336114,11.063847,-152.894583,3.143926,-147.327724,13.594827,-138.645019,17.113419,-129.172429,14.147175,-101.287593,8.23852,-85.898494,4.155524,-54.090157,2.554271,-59.11202,7.329755,-29.853021,7.111578,-26.067476,4.869965,8.918443,1.678726,-10.659872,2.3913,33.520486,1.365341,30.009948,5.735685,58.915644,10.558843,80.717681,5.221377,classical
rock.00267.wav,3025,0.43702,0.05538,0.240671,0.017356,2481.96607,226.827016,3583.585338,280.083976,5311.648468,593.276102,0.121957,0.012255,-0.000787,0.000267,8.3e-05,0.000211,129.362409,757.29388,175.544946,-151.524193,15.97999,-137.539826,16.588532,-110.875082,17.773597,-90.866757,9.130936,-75.564295,10.45058,-69.029178,14.890537,-62.86364,6.741398,-40.034253,2.15944,-35.882355,5.41398,3.412316,6.762661,6.857905,0.938046,20.591326,1.249785,48.04771,2.164895,37.493092,2.024699,74.806336,6.636897,63.298033,4.338138,97.572199,17.059492,101.653531,16.285969,130.991124,9.240109,144.540049,7.918754,rock
classical.00001.wav,2964,0.417893,0.051379,0.087305,0.001477,1621.648533,218.76827,2050.61816,242.947699,2668.803243,227.815267,0.036926,0.006851,-0.001219,4.1e-05,0.000708,0.000378,95.523256,563.609409,135.908474,-221.083436,35.863086,-199.545431,16.292493,-190.708592,15.29727,-167.368357,17.464683,-150.600674,22.635199,-174.1216,12.70373,-134.338928,22.206756,-133.573869,6.161774,-97.610554,9.154965,-88.007084,9.668037,-56.441715,1.231012,-52.927553,2.186584,-44.8553,8.468682,-15.614285,8.769207,-13.182025,9.254849,0.020024,0.903184,23.936254,1.827081,51.129714,5.649953,58.535519,4.26972,70.66931,0.614496,classical
reggae.00066.wav,2890,0.552878,0.057061,0.136687,0.016469,1506.898289,127.617427,2392.369353,242.420109,3284.901331,317.519063,0.056021,0.005487,-0.000292,0.000418,0.00198,0.000217,78.272145,393.764432,78.715484,-165.668601,16.794148,-170.621614,14.478013,-144.731278,11.77544,-144.601384,16.027363,-125.077638,7.492417,-119.473458,12.374296,-81.818726,3.348515,-58.966864,7.808787,-48.335041,0.879461,-55.201995,4.35321,-28.854095,1.788141,4.546512,7.306472,-0.369803,3.006955,4.851813,0.166001,35.258106,3.557773,37.007414,1.343805,61.519256,14.875709,84.612551,8.774466,76.833786,3.722429,109.572839,17.36507,reggae
blues.00333.wav,3177,0.535754,0.047978,0.11496,0.017052,1687.005507,196.166243,1950.885135,112.500812,3449.047177,369.697784,0.064517,0.00729,-0.000961,0.000221,-0.002387,0.000337,85.103795,504.221464,82.75276,-182.704199,20.799017,-171.449679,20.517864,-136.705683,17.675401,-130.665725,16.530873,-119.709399,9.806071,-116.057819,8.873986,-75.682983,7.759448,-74.063152,4.647822,-59.998402,2.71125,-39.583247,1.848631,-29.781017,13.488775,-0.253634,7.744477,10.11801,0.184099,9.386694,9.393898,30.869009,0.135444,39.145803,8.314685,78.893641,0.061684,67.771213,9.796336,88.809717,11.57954,108.639266,10.95055,blues
rock.00184.wav,2898,0.425366,0.029573,0.219838,0.026046,2746.006122,269.781525,3395.811609,391.98549,4960.379721,379.381391,0.121787,0.01213,0.001034,0.000187,0.00352,0.000233,118.525596,871.083627,173.685869,-142.418345,14.516132,-137.732323,9.489651,-104.050442,9.197809,-92.440782,10.825733,-89.572867,2.816991,-62.125541,18.816264,-50.960031,2.927701,-35.432409,0.809651,-27.681388,3.450964,-33.525567,0.233518,-3.733283,1.34674,30.027773,13.06738,38.887559,5.083477,66.07995,0.378497,68.924333,0.403073,105.249767,5.773625,102.753903,19.581133,111.677677,10.731829,135.601796,11.915296,133.677903,10.516293,rock
blues.00486.wav,2813,0.409869,0.053089,0.125272,0.012473,1641.426278,238.453981,2097.031893,218.295655,3226.511022,430.473881,0.06701,0.005391,0.005471,0.000312,-0.001463,0.000299,91.737499,496.530879,97.613134,-199.88489,27.555497,-165.200544,8.848933,-168.493977,14.533032,-139.889019,11.442315,-126.552773,6.278167,-112.249933,9.814237,-85.756102,4.663361,-77.133094,9.818129,-55.266577,7.99649,-62.968162,6.991133,-22.433809,3.298516,-5.800413,8.103659,-0.500513,10.1253,34.358344,6.479337,36.751819,1.144404,44.658763,5.863624,74.319626,7.586308,75.841356,10.996984,80.765423,3.651728,113.111296,15.038377,blues
disco.00462.wav,3140,0.559784,0.047154,0.155175,0.009871,2437.42241,316.604739,3253.018223,210.463779,4545.011861,387.587078,0.096424,0.01003,-0.001556,0.000357,-0.001803,0.000332,122.906823,812.530177,164.500119,-165.833752,20.053875,-147.956416,15.955725,-143.912523,25.016723,-120.158668,12.668578,-102.424371,18.198775,-79.115249,3.643599,-66.505997,5.170314,-61.650382,3.672914,-53.517833,6.13826,-27.536037,1.463926,8.057404,2.852464,8.101993,0.02426,8.888469,7.975475,19.514523,0.723115,40.068428,6.685229,61.921752,14.329765,92.088624,18.020737,68.465908,8.846116,112.819445,11.990731,115.292008,13.60163,disco
blues.00393.wav,3087,0.492787,0.036032,0.100648,0.006202,1324.980946,232.071542,1690.447024,127.055667,3358.740302,350.648168,0.079118,0.00642,0.001009,0.000326,0.00146,0.000205,92.947634,302.129013,64.330316,-183.59397,16.601682,-181.178728,17.899893,-149.674599,16.049434,-143.511517,12.687351,-122.493477,18.482564,-106.921046,17.003824,-81.545177,7.280415,-80.053879,5.402904,-53.022166,2.300141,-60.951157,11.267074,-21.012353,1.223843,-2.010697,7.105881,-2.302351,6.330556,6.814098,4.016289,19.223991,4.904397,44.74513,2.479907,72.160719,7.726865,70.742218,1.336304,101.114422,11.022805,93.486163,7.725773,blues
rock.00342.wav,3056,0.407313,0.031852,0.22234,0.026845,2841.850519,340.395082,2736.26071,281.24549,5056.19476,451.586836,0.102827,0.009116,-0.005401,0.000157,0.000647,0.000102,138.232865,811.52905,157.749415,-145.316407,23.354288,-134.889326,15.840214,-127.241784,10.200086,-102.23665,20.336499,-82.803589,10.066303,-62.300998,7.063952,-43.279621,9.168101,-39.742173,9.055356,-23.525728,2.578529,-13.718997,2.428229,20.996037,3.635491,27.397005,0.454633,33.361156,0.958088,45.744752,12.657128,77.49214,11.633598,88.096072,8.47941,103.59003,11.838925,119.141551,21.56079,120.708714,11.593766,147.684244,12.415795,rock
rock.00366.wav,2826,0.467268,0.046879,0.269453,0.028838,2702.764278,229.250793,3472.919174,479.883451,5334.27249,538.408328,0.108647,0.011579,-0.002017,0.000415,0.003179,0.000308,125.062712,840.054884,149.302282,-141.182516,28.309927,-104.272414,4.45987,-117.589748,19.0739,-97.759813,11.019856,-82.801322,20.970067,-62.017795,8.230349,-71.357533,11.253873,-42.028827,6.695139,-19.936094,3.411298,-2.391496,3.317441,12.878161,4.487141,17.4257,6.362164,42.198828,0.501964,38.523584,3.956838,68.058613,1.941477,48.025248,11.936816,93.553698,7.814352,89.91054,9.089295,130.240565,10.192478,151.13806,17.973167,rock
disco.00255.wav,3186,0.567385,0.046883,0.18556,0.013936,2095.787949,240.883723,2752.592877,192.616818,4908.045206,386.894839,0.085475,0.009423,-0.001622,0.000241,-0.000456,0.000161,114.762385,588.296386,150.393177,-161.025693,27.386449,-134.222231,16.491593,-153.867747,17.932267,-114.238152,10.189,-92.171213,6.349173,-93.077436,2.884256,-72.958559,4.334233,-62.67318,5.925219,-42.14151,2.477844,-7.201693,1.569795,5.671996,0.154357,14.727334,4.857434,30.500819,2.386747,38.664439,9.231886,52.110962,2.27343,67.893108,6.981428,77.277139,0.029532,93.6264,9.023753,120.916896,18.812338,125.338577,15.747033,disco
jazz.00015.wav,3015,0.500737,0.065709,0.094456,0.008938,2232.689849,212.70741,2135.751659,243.08527,3010.814517,238.824872,0.052212,0.00565,0.00306,0.000227,-0.005384,0.000374,109.705276,659.729338,108.837666,-215.620242,19.821319,-185.510637,21.980759,-174.397719,14.107882,-153.42684,18.589915,-127.786602,9.20309,-132.596946,10.768994,-115.887193,7.671882,-106.373193,13.808529,-78.214621,8.070387,-69.475497,7.27762,-61.974819,4.779025,-46.776379,3.198588,-17.251689,4.884106,0.093624,7.828829,0.231822,6.181626,35.623756,2.06954,28.450301,7.062076,57.451393,2.241926,88.346649,0.690056,88.678358,9.135988,jazz
pop.00085.wav,2841,0.456017,0.052013,0.171632,0.01267,2886.399122,325.61398,2909.545056,304.321703,4166.190287,421.364659,0.085216,0.008939,-0.00332,0.000263,0.001709,0.000387,126.526994,875.407684,174.959228,-169.772603,17.301327,-133.695211,14.575409,-129.781344,21.570836,-104.882863,6.870103,-115.910691,8.267833,-97.601301,14.512894,-90.960968,10.509049,-47.272629,9.036367,-52.872327,6.944172,-27.26498,0.345585,-48.202879,8.054821,5.632175,2.610064,18.398674,5.503994,42.791228,1.621017,63.803897,0.313106,68.865632,11.117858,59.166467,15.525262,100.478445,7.34598,112.408519,15.661285,122.997433,18.116888,pop
reggae.00315.wav,2973,0.454541,0.063669,0.130245,0.014024,1740.939265,160.95723,1644.131994,131.870541,3477.426588,379.605117,0.067281,0.005604,-0.000396,0.000308,0.00165,0.000201,77.990967,518.458503,107.371481,-187.58147,19.040458,-157.689127,23.453922,-131.056552,11.505609,-128.369268,17.538315,-107.284696,9.889345,-90.223531,19.979865,-82.722062,11.758256,-71.395931,10.034435,-53.419428,4.00855,-42.055077,8.446039,-34.52319,0.483757,6.331718,1.424769,3.15402,0.05628,27.31453,5.797598,26.209948,3.377667,48.474263,9.126154,57.994194,0.546622,90.641812,6.674159,106.040903,16.658724,120.609826,9.71229,reggae
rock.00466.wav,2885,0.353345,0.051337,0.257791,0.037645,2753.567409,328.480954,3228.035642,343.001939,5082.212133,586.59007,0.126439,0.014558,0.001944,0.000255,0.000182,0.00036,145.475471,790.875219,178.26383,-153.372256,17.620474,-129.428474,11.084221,-112.703308,9.171034,-88.665856,14.696593,-93.069352,9.848206,-64.036426,4.289557,-46.6745,2.953166,-50.030438,1.864684,-25.843294,0.517425,-28.102664,2.531366,9.674098,10.125254,0.516855,4.114078,34.659853,7.543481,34.18396,0.86004,82.461854,1.989023,86.433171,14.044415,91.755813,7.806533,114.153613,14.466736,119.378805,19.175397,157.319516,10.049607,rock
